subject_key,site,method,reference_value,reference_voxels,brain_median,brain_p99,nawm_level,lesion_level,lesion_p10,lesion_over_nawm,threshold,dice,recall,predicted_volume_ratio,mean,sd,p_low,p_high,percentile_range
training_Utrecht_Utrecht_2,Utrecht,wm_referenced,413.3501892089844,153280.0,0.9242895668322104,1.7519396612347327,1.0,1.6664000178963532,1.284674468364246,1.6664000178963532,1.3,0.5473476999585578,0.8909688843916013,2.255586474407623,,,,,
training_Utrecht_Utrecht_2,Utrecht,z_score,,,0.16970512179926328,2.626943379301276,0.3944843783113314,2.372981849464347,1.2396640011127373,6.015401318608272,,,,,358.42804918714364,139.22513296203476,,,
training_Utrecht_Utrecht_2,Utrecht,percentile,,,0.5127340923608461,1.0,0.5573074128796919,0.9496398873965042,0.7249050053252455,1.703978568111217,,,,,,,22.06473541259766,724.1645904541007,"[1, 99]"
training_Utrecht_Utrecht_21,Utrecht,wm_referenced,481.1846466064453,198386.0,0.9091787367000205,1.5587212967771582,1.0,1.5796049819950375,1.315225659227199,1.5796049819950375,1.3,0.6468512273547172,0.9143110519898016,1.826959317148875,,,,,
training_Utrecht_Utrecht_21,Utrecht,z_score,,,0.3205212186945044,2.1103147052436406,0.5707762681483282,2.167859023469168,1.4393703624460084,3.798088926335326,,,,,381.5105383936337,174.6290337826541,,,
training_Utrecht_Utrecht_21,Utrecht,percentile,,,0.5751650958046197,1.0,0.6345669657734915,1.013659025526719,0.8407410811721941,1.5974027647202556,,,,,,,14.335420417785645,750.0327563476571,"[1, 99]"
training_Utrecht_Utrecht_23,Utrecht,wm_referenced,496.2425537109375,156961.0,0.8972908962592175,1.3324542540020599,1.0,1.4919807518364938,1.262742806722098,1.4919807518364938,1.3,0.06634169539888242,0.8403614457831325,24.33433734939759,,,,,
training_Utrecht_Utrecht_23,Utrecht,z_score,,,0.3360810653674472,1.616173468036459,0.6382139105258274,2.0854424316768436,1.4111077324814105,3.26762296666119,,,,,388.5783660318724,168.69608434319468,,,
training_Utrecht_Utrecht_23,Utrecht,percentile,,,0.6589657332469998,1.0,0.7394580891861109,1.1250197224757836,0.9453676604787543,1.5214110697119339,,,,,,,28.00971622467041,661.2205017089843,"[1, 99]"
training_Utrecht_Utrecht_25,Utrecht,wm_referenced,545.445068359375,160386.0,0.8704018722167739,1.5848855635024264,1.0,1.632593795473253,1.3940909333019418,1.632593795473253,1.3,0.7129601915594134,0.9535628502802241,1.6749399519615693,,,,,
training_Utrecht_Utrecht_25,Utrecht,z_score,,,0.3137836107481678,2.3114530340809716,0.6761350826591224,2.4448434493022,1.7779984520711842,3.6159097671534117,,,,,413.54251944573366,195.0831310141332,,,
training_Utrecht_Utrecht_25,Utrecht,percentile,,,0.5364284480947715,1.0,0.6205143494991506,1.0309540713148744,0.8762085630561138,1.6614508143881137,,,,,,,23.79605302810669,864.4680145263675,"[1, 99]"
training_Utrecht_Utrecht_29,Utrecht,wm_referenced,519.4947814941406,157908.0,0.8537317146028518,1.7043252883411388,1.0,1.6151778746217207,1.3435704280228788,1.6151778746217207,1.3,0.80183282127344,0.9412386519089665,1.347717945529163,,,,,
training_Utrecht_Utrecht_29,Utrecht,z_score,,,0.22898988633469974,2.6024663207973906,0.6371334924210195,2.353711460439796,1.5958243874235543,3.6942202669271347,,,,,400.877272940864,186.17371393010035,,,
